state,district,month,biometric_pressure_index,demographic_pressure_index,composite_pressure_index,rolling_pressure_3m,alert_flag,alert_level,early_warning,sustained_alert
Andaman And Nicobar Islands,North And Middle Andaman,2025-02-01,-0.4635347054963272,1.6715931525039738,0.6040292235038233,0.926017655242026,1,Watch,1,1
Andaman And Nicobar Islands,North And Middle Andaman,2025-03-01,0.2456838290512089,-0.0063272836039012,0.1196782727236538,0.6572378610692353,0,Watch,0,0
Andaman And Nicobar Islands,North And Middle Andaman,2025-04-01,0.2161330567783948,-0.332589590624877,-0.058228266923241,0.2218264097680787,0,Normal,0,0
Andaman And Nicobar Islands,North And Middle Andaman,2025-05-01,-0.3648732561338675,0.0868905184020917,-0.1389913688658878,-0.0258471210218249,0,Normal,0,0
Andaman And Nicobar Islands,North And Middle Andaman,2025-06-01,-1.1824140694407448,-0.7209970989831814,-0.951705584211963,-0.3829750733336972,0,Normal,0,0
Andaman And Nicobar Islands,North And Middle Andaman,2025-07-01,-0.4635347054963272,-1.0627957063384892,-0.7631652059174082,-0.6179540529984197,0,Normal,0,0
Andaman And Nicobar Islands,North And Middle Andaman,2025-08-01,0.5031038897388331,0.5529795284320571,0.5280417090854451,-0.3956096936813087,0,Normal,1,0
Andaman And Nicobar Islands,North And Middle Andaman,2025-09-01,-0.4272857581750086,-0.9152008531623336,-0.6712433056686712,-0.3021222675002114,0,Normal,0,0
Andaman And Nicobar Islands,North And Middle Andaman,2025-10-01,-0.5446890651709209,-0.5656340956398597,-0.5551615804053902,-0.2327877256628721,0,Normal,0,0
Andaman And Nicobar Islands,North And Middle Andaman,2025-11-01,0.4739380700550138,-0.6588518976458527,-0.0924569137954194,-0.4396205999564935,0,Normal,0,0
Andaman And Nicobar Islands,North And Middle Andaman,2025-12-01,-0.8617238995562654,2.324117766545925,0.7311969334948298,0.0278594797646734,1,Normal,1,0
Andaman And Nicobar Islands,South Andaman,2025-01-01,2.832317135810206,-0.0153454601987747,1.4084858378057157,,1,No Data,1,0
Andaman And Nicobar Islands,South Andaman,2025-02-01,-0.6544310990190009,-1.3319792550412757,-0.9932051770301382,0.2076403303877887,0,Normal,0,0
Andaman And Nicobar Islands,South Andaman,2025-03-01,-0.3373076176375697,0.5225476145234665,0.0926199984429484,0.1693002197395086,0,Normal,0,0
Andaman And Nicobar Islands,South Andaman,2025-04-01,-0.1391602578211116,0.2780872544444777,0.069463498311683,-0.2770405600918356,0,Normal,0,0
Andaman And Nicobar Islands,South Andaman,2025-05-01,-0.8423474432790252,-0.6809495427884781,-0.7616484930337517,-0.1998549987597067,0,Normal,0,0
Andaman And Nicobar Islands,South Andaman,2025-06-01,-0.7374881099559399,-0.5339707232891746,-0.6357294166225573,-0.4426381371148754,0,Normal,0,0
Andaman And Nicobar Islands,South Andaman,2025-07-01,-0.2042086335184335,-1.2982605846855528,-0.7512346091019932,-0.7162041729194341,0,Normal,0,0
Andaman And Nicobar Islands,South Andaman,2025-08-01,-0.0991304881612207,-0.8524248322043322,-0.4757776601827764,-0.6209138953024423,0,Normal,0,0
Andaman And Nicobar Islands,South Andaman,2025-09-01,-0.641937482133563,-0.0289934934379957,-0.3354654877857794,-0.5208259190235164,0,Normal,0,0
Andaman And Nicobar Islands,South Andaman,2025-10-01,-0.3476223752133171,2.3048201904688033,0.978598907627743,0.055785253219729,1,Normal,1,0
Andaman And Nicobar Islands,South Andaman,2025-11-01,-0.0823574508741542,0.6418598327052543,0.27975119091555,0.3076282035858378,0,Normal,1,1
Andaman And Nicobar Islands,South Andaman,2025-12-01,1.2536738218031298,0.9946089995035824,1.124141410653356,0.7941638363988831,1,Watch,1,1
Andhra Pradesh,Adilabad,2025-01-01,0.020574444663275,0.6811848110094572,0.3508796278363661,,0,No Data,0,0
Andhra Pradesh,Adilabad,2025-02-01,-0.0643077098532642,-0.6037933745428253,-0.3340505421980447,0.0084145428191607,0,Normal,0,0
Andhra Pradesh,Adilabad,2025-03-01,0.0987343588874914,0.6928311015839358,0.3957827302357136,0.1375372719580116,1,Normal,1,0
Andhra Pradesh,Adilabad,2025-04-01,-0.5808719867428933,-0.0205185560213823,-0.3006952713821378,-0.0796543611148229,0,Normal,0,0
Andhra Pradesh,Adilabad,2025-05-01,-0.2544869819817428,-1.4493272718546124,-0.8519071269181776,-0.2522732226882005,0,Normal,0,0
Andhra Pradesh,Adilabad,2025-06-01,-0.5057991927488391,-0.4855173109136991,-0.4956582518312691,-0.5494202167105282,0,Normal,0,0
Andhra Pradesh,Adilabad,2025-07-01,-0.6651642466660423,-1.8481429618011085,-1.2566536042335752,-0.868072994327674,0,Normal,0,0
Andhra Pradesh,Adilabad,2025-08-01,-0.9245979333449762,0.3654527020848078,-0.2795726156300842,-0.6772948238983095,0,Normal,0,0
Andhra Pradesh,Adilabad,2025-09-01,1.2221921356757035,-0.3800798776999237,0.42105612898789,-0.3717233636252565,1,Normal,1,0
Andhra Pradesh,Adilabad,2025-10-01,-1.101920512800097,1.8590814810990488,0.3785804841494758,0.1733546658357604,0,Normal,1,1
Andhra Pradesh,Adilabad,2025-11-01,0.0501346027755513,0.0953113030912425,0.0727229529333969,0.2907865220235875,0,Normal,0,0
Andhra Pradesh,Adilabad,2025-12-01,2.7055130221358192,1.093517953965062,1.8995154880504408,0.7836063083777711,1,Watch,1,0
Andhra Pradesh,Alluri Sitharama Raju,2025-01-01,0.031202112055348,1.961896212699837,0.9965491623775924,,1,No Data,1,0
Andhra Pradesh,Alluri Sitharama Raju,2025-02-01,-0.2244418648816177,0.3977069034725748,0.0866325192954785,0.5415908408365354,0,Watch,0,0
Andhra Pradesh,Alluri Sitharama Raju,2025-03-01,-0.984923617121077,0.8846321636428992,-0.0501457267390889,0.3443453183113273,0,Normal,0,0
Andhra Pradesh,Alluri Sitharama Raju,2025-04-01,0.50948100668445,-0.633034049298159,-0.0617765213068545,-0.0084299095834883,0,Normal,0,0
Andhra Pradesh,Alluri Sitharama Raju,2025-05-01,2.4531247280263253,-0.9680223368263192,0.742551195600003,0.2102096491846865,1,Normal,1,0
Andhra Pradesh,Alluri Sitharama Raju,2025-06-01,-0.1015662672557585,-0.0299819901999736,-0.0657741287278661,0.2050001818550941,0,Normal,0,0
Andhra Pradesh,Alluri Sitharama Raju,2025-07-01,-0.7777964109036541,0.5228364540784862,-0.1274799784125839,0.1830990294865176,0,Normal,0,0
Andhra Pradesh,Alluri Sitharama Raju,2025-08-01,-0.5312304536448325,-0.6796617858263688,-0.6054461197356007,-0.2662334089586836,0,Normal,0,0
Andhra Pradesh,Alluri Sitharama Raju,2025-09-01,-0.0353019498199063,-1.381840958877119,-0.7085714543485127,-0.4804991841655657,0,Normal,0,0
Andhra Pradesh,Alluri Sitharama Raju,2025-10-01,-0.5498248852041753,1.2356280012800172,0.3429015580379209,-0.3237053386820641,0,Normal,1,0
Andhra Pradesh,Alluri Sitharama Raju,2025-11-01,1.4242709107019862,-0.0063572703590134,0.7089568201714863,0.1144289746202981,1,Normal,1,1
Andhra Pradesh,Alluri Sitharama Raju,2025-12-01,-1.2129933086370788,-1.3038013437868612,-1.25839732621197,-0.0688463160008543,0,Normal,0,0
Andhra Pradesh,Anakapalli,2025-01-01,-1.3413059589847336,-0.4244498337914472,-0.8828778963880903,,0,No Data,0,0
Andhra Pradesh,Anakapalli,2025-02-01,-0.2382078761310388,-0.5744576151299522,-0.4063327456304955,-0.6446053210092929,0,Normal,0,0
Andhra Pradesh,Anakapalli,2025-03-01,0.3330116599215381,0.7282941928249063,0.5306529263732221,-0.2528525718817879,1,Normal,1,0
Andhra Pradesh,Anakapalli,2025-04-01,2.049088128549332,2.6820372408315087,2.3655626846904205,0.8299609551443824,1,Watch,1,1
Andhra Pradesh,Anakapalli,2025-05-01,-0.630868416469402,-0.5137506537671555,-0.5723095351182788,0.7746353586484546,0,Watch,0,0
Andhra Pradesh,Anakapalli,2025-06-01,0.384017525565021,-0.0383615813305475,0.1728279721172367,0.6553603738964595,0,Watch,0,0
Andhra Pradesh,Anakapalli,2025-07-01,-1.6545650883315794,-0.7380702792906609,-1.1963176838111202,-0.5319330822707208,0,Normal,0,0
Andhra Pradesh,Anakapalli,2025-08-01,-0.1822516766809903,0.4314230085619461,0.1245856659404779,-0.2996346819178018,0,Normal,0,0
Andhra Pradesh,Anakapalli,2025-09-01,0.5741932418104037,0.7022097823296656,0.6382015120700346,-0.1445101686002025,1,Normal,1,0
Andhra Pradesh,Anakapalli,2025-10-01,0.5636880549404716,-1.3326047803312449,-0.3844583626953866,0.126109605105042,0,Normal,0,0
Andhra Pradesh,Anakapalli,2025-11-01,1.036082587091627,-0.6555333595815824,0.1902746137550223,0.1480059210432235,0,Normal,1,0
Andhra Pradesh,Anakapalli,2025-12-01,-0.8928821812806581,-0.2667361213254304,-0.5798091513030442,-0.2579976334144694,0,Normal,0,0
Andhra Pradesh,Anantapur,2025-01-01,-1.298016803152077,2.9129306026099395,0.8074568997289314,,1,No Data,1,0
Andhra Pradesh,Anantapur,2025-02-01,0.6608313576060316,-0.7153183824748491,-0.0272435124344087,0.3901066936472613,0,Normal,0,0
Andhra Pradesh,Anantapur,2025-03-01,0.1111563100286591,-0.2396430540963401,-0.0642433720338405,0.2386566717535607,0,Normal,0,0
Andhra Pradesh,Anantapur,2025-04-01,-0.5830004251487566,-0.1180346842465942,-0.3505175546976754,-0.1473348130553082,0,Normal,0,0
Andhra Pradesh,Anantapur,2025-05-01,0.3989697293442109,-0.827149066472525,-0.214089668564157,-0.2096168650985576,0,Normal,0,0
Andhra Pradesh,Anantapur,2025-06-01,0.0218482282506749,-0.4394831961524216,-0.2088174839508733,-0.2578082357375686,0,Normal,0,0
Andhra Pradesh,Anantapur,2025-07-01,-1.527443511744189,-1.2112086566022666,-1.3693260841732278,-0.597411078896086,0,Normal,0,0
Andhra Pradesh,Anantapur,2025-08-01,-0.4604658356371012,-0.3427946785439947,-0.401630257090548,-0.659924608404883,0,Normal,0,0
Andhra Pradesh,Anantapur,2025-09-01,1.853435034239584,-0.0937844534970467,0.8798252903712686,-0.2970436836308357,1,Normal,1,0
Andhra Pradesh,Anantapur,2025-10-01,-1.0530602212399534,0.5830238690936844,-0.2350181760731344,0.0810589524025287,0,Normal,0,0
Andhra Pradesh,Anantapur,2025-11-01,0.4289407010597232,0.230729104808198,0.3298349029339606,0.3248806724106983,0,Normal,1,0
Andhra Pradesh,Anantapur,2025-12-01,1.4468054363931917,0.2607325955742181,0.8537690159837049,0.3161952476148437,1,Normal,1,1
Andhra Pradesh,Ananthapur,2025-01-01,-2.5703137451333125,0.7918794067809645,-0.889217169176174,,0,No Data,0,0
Andhra Pradesh,Ananthapur,2025-02-01,0.2254931429515503,-1.2685269647376434,-0.5215169108930465,-0.7053670400346103,0,Normal,0,0
Andhra Pradesh,Ananthapur,2025-03-01,-0.2677088691933024,-0.6955347338989095,-0.481621801546106,-0.6307852938717755,0,Normal,0,0
Andhra Pradesh,Ananthapur,2025-04-01,-0.4460403610839639,-0.1380030291081857,-0.2920216950960748,-0.4317201358450757,0,Normal,0,0
Andhra Pradesh,Ananthapur,2025-05-01,0.8181489341570962,-1.122041529514068,-0.1519462976784859,-0.3085299314402222,0,Normal,0,0
Andhra Pradesh,Ananthapur,2025-06-01,0.0210268949856367,-0.2934889124132276,-0.1362310087137954,-0.1933996671627853,0,Normal,0,0
Andhra Pradesh,Ananthapur,2025-07-01,-0.4374166782145319,-1.131207218004265,-0.7843119481093984,-0.3574964181672266,0,Normal,0,0
Andhra Pradesh,Ananthapur,2025-08-01,0.1402665901806121,-0.2309787181094656,-0.0453560639644267,-0.3219663402625402,0,Normal,0,0
Andhra Pradesh,Ananthapur,2025-09-01,0.7629697925729297,0.4911935616032826,0.6270816770881061,-0.067528778328573,1,Normal,1,0
Andhra Pradesh,Ananthapur,2025-10-01,-0.356688613652425,2.3604186070707067,1.0018649967091409,0.5278635366109401,1,Watch,1,1
Andhra Pradesh,Ananthapur,2025-11-01,0.262941173714538,0.5643984504561615,0.4136698120853498,0.6808721619608655,0,Watch,1,1
Andhra Pradesh,Ananthapur,2025-12-01,1.847321738715169,0.6718910798746479,1.2596064092949084,0.891713739363133,1,Watch,1,1
Andhra Pradesh,Ananthapuramu,2025-01-01,-2.535926423779341,-0.1371470029090642,-1.3365367133442023,,0,No Data,0,0
Andhra Pradesh,Ananthapuramu,2025-02-01,-0.4180762313727623,-1.029952571034801,-0.7240144012037817,-1.030275557273992,0,Normal,0,0
Andhra Pradesh,Ananthapuramu,2025-03-01,-0.1185516733158544,-0.5272754885014326,-0.3229135809086435,-0.7944882318188758,0,Normal,0,0
Andhra Pradesh,Ananthapuramu,2025-04-01,0.0288553292457418,0.0102309475995686,0.0195431384226552,-0.3424616145632567,0,Normal,1,0
Andhra Pradesh,Ananthapuramu,2025-05-01,0.4341902220077426,-1.7645259092224348,-0.665167843607346,-0.3228460953644448,0,Normal,0,0
Andhra Pradesh,Ananthapuramu,2025-06-01,-0.2243723977794869,-0.2897468457302296,-0.2570596217548583,-0.3008947756465164,0,Normal,0,0
Andhra Pradesh,Ananthapuramu,2025-07-01,-0.4710562210338845,-0.2889292709828779,-0.3799927460083813,-0.4340734037901952,0,Normal,0,0
Andhra Pradesh,Ananthapuramu,2025-08-01,0.4126126977201255,-0.4018109705827548,0.0054008635686853,-0.2105505013981847,0,Normal,0,0
Andhra Pradesh,Ananthapuramu,2025-09-01,1.6200961267256888,0.8972740125653224,1.2586850696455056,0.2946977290686032,1,Normal,1,0
Andhra Pradesh,Ananthapuramu,2025-10-01,-0.5804717930228305,0.2181476993542761,-0.1811620468342771,0.3609746287933046,0,Normal,0,0
Andhra Pradesh,Ananthapuramu,2025-11-01,1.1138074242104214,1.0023900857986343,1.058098755004528,0.7118739259385855,1,Watch,1,0
Andhra Pradesh,Ananthapuramu,2025-12-01,0.7388929403944439,2.3113453136457904,1.5251191270201172,0.8006852783967894,1,Watch,1,1
Andhra Pradesh,Annamayya,2025-01-01,-1.84397305543046,-1.4614390526135417,-1.6527060540220009,,0,No Data,0,0
Andhra Pradesh,Annamayya,2025-02-01,-0.0416616517185685,-1.0473187180509351,-0.5444901848847519,-1.0985981194533765,0,Normal,0,0
Andhra Pradesh,Annamayya,2025-03-01,1.3381445933296048,1.185668490734918,1.2619065420322615,-0.3117632322914971,1,Normal,1,0
Andhra Pradesh,Annamayya,2025-04-01,-0.8393998383392312,0.661044829268448,-0.0891775045353915,0.209412950870706,0,Normal,0,0
Andhra Pradesh,Annamayya,2025-05-01,0.7376491680184388,-1.6212199081863532,-0.4417853700839572,0.2436478891376376,0,Normal,0,0
Andhra Pradesh,Annamayya,2025-06-01,0.7719286871922973,-0.4330011844127013,0.169463751389798,-0.1204997077431835,0,Normal,0,0
Andhra Pradesh,Annamayya,2025-07-01,-1.621652342106157,-0.4112317957080705,-1.016442068907114,-0.429587895867091,0,Normal,0,0
Andhra Pradesh,Annamayya,2025-08-01,1.1719949139950845,0.7038712506126503,0.9379330823038674,0.0303182549288503,1,Normal,1,0
Andhra Pradesh,Annamayya,2025-09-01,0.83921811371876,-0.1463591731325284,0.3464294702931157,0.0893068278966229,0,Normal,0,0
Andhra Pradesh,Annamayya,2025-10-01,0.1613394464892109,1.217788306743069,0.6895638766161399,0.6579754764043744,1,Watch,1,0
Andhra Pradesh,Annamayya,2025-11-01,-0.3036669152845426,-0.0399560674708513,-0.171811491377697,0.2880606185105195,0,Normal,0,0
Andhra Pradesh,Annamayya,2025-12-01,-0.3699211198644445,1.39215302221589,0.5111159511757227,0.3429561121380551,0,Normal,1,0
Andhra Pradesh,Bapatla,2025-01-01,1.0795944608910304,-0.4397845395411604,0.319904960674935,,0,No Data,1,0
Andhra Pradesh,Bapatla,2025-02-01,-0.5541676136517997,-0.5105967719800255,-0.5323821928159126,-0.1062386160704887,0,Normal,0,0
Andhra Pradesh,Bapatla,2025-03-01,0.8347742783945953,2.398536937325557,1.6166556078600762,0.4680594585730329,1,Normal,1,0
Andhra Pradesh,Bapatla,2025-04-01,0.2848325976219055,0.8434859247758069,0.5641592611988562,0.5494775587476732,1,Watch,1,1
Andhra Pradesh,Bapatla,2025-05-01,-1.3759957694645848,-1.3567600869469645,-1.3663779282057746,0.2714789802843858,0,Normal,0,0
Andhra Pradesh,Bapatla,2025-06-01,0.2550087383560652,-0.1984771902321475,0.0282657740619588,-0.2579842976483198,0,Normal,0,0
Andhra Pradesh,Bapatla,2025-07-01,-2.092334667653593,-0.6405221481143102,-1.3664284078839517,-0.9015135206759224,0,Normal,0,0
Andhra Pradesh,Bapatla,2025-08-01,-0.2970411807440376,-0.4010811292614718,-0.3490611550027547,-0.5624079296082493,0,Normal,0,0
Andhra Pradesh,Bapatla,2025-09-01,-0.4531536578666074,0.2626214296276944,-0.0952661141194564,-0.603585225668721,0,Normal,0,0
Andhra Pradesh,Bapatla,2025-10-01,0.1712962506236729,1.1690993982157925,0.6701978244197326,0.0752901850991738,1,Normal,1,0
Andhra Pradesh,Bapatla,2025-11-01,1.700020319050349,-1.092318097714461,0.3038511106679437,0.2929276069894066,0,Normal,0,0
Andhra Pradesh,Bapatla,2025-12-01,0.4471662444430084,-0.0342037261543169,0.2064812591443457,0.3935100647440073,0,Normal,0,0
Andhra Pradesh,Chittoor,2025-01-01,-1.1668961308489327,1.683183551665933,0.2581437104085001,,0,No Data,0,0
Andhra Pradesh,Chittoor,2025-02-01,0.6639655769180015,-1.240924666159379,-0.2884795446206886,-0.0151679171060942,0,Normal,0,0
Andhra Pradesh,Chittoor,2025-03-01,-0.5469080668560994,-0.4229385581256638,-0.4849233124908816,-0.1717530489010233,0,Normal,0,0
Andhra Pradesh,Chittoor,2025-04-01,-0.916540134073366,-0.1111076676118767,-0.5138239008426214,-0.4290755859847305,0,Normal,0,0
Andhra Pradesh,Chittoor,2025-05-01,-1.0663254803128055,-1.2588828405379888,-1.1626041604253972,-0.7204504579196334,0,Normal,0,0
Andhra Pradesh,Chittoor,2025-06-01,-0.4950051102216539,-0.4070724481475961,-0.451038779184625,-0.7091556134842145,0,Normal,0,0
Andhra Pradesh,Chittoor,2025-07-01,-1.4090229095400817,-1.4648491456840278,-1.4369360276120546,-1.016859655740692,0,Normal,0,0
Andhra Pradesh,Chittoor,2025-08-01,0.625316256377702,-0.0527295640967175,0.2862933461404922,-0.5338938202187291,0,Normal,0,0
Andhra Pradesh,Chittoor,2025-09-01,1.7372636569863569,0.1016051796600551,0.919434418323206,-0.077069421049452,1,Normal,1,0
Andhra Pradesh,Chittoor,2025-10-01,0.6674314299377797,1.3934425661290184,1.030436998033399,0.7453882541656992,1,Watch,1,1
Andhra Pradesh,Chittoor,2025-11-01,1.049437019370484,0.8918397052456231,0.9706383623080536,0.9735032595548864,1,Watch,1,1
Andhra Pradesh,Chittoor,2025-12-01,0.8572838922626151,0.8884338876626299,0.8728588899626225,0.9579780834346918,0,Watch,1,1
Andhra Pradesh,Cuddapah,2025-01-01,-2.430826455560167,1.177270554595622,-0.6267779504822725,,0,No Data,0,0
Andhra Pradesh,Cuddapah,2025-02-01,-0.8425363413874525,-0.7534259137961082,-0.7979811275917803,-0.7123795390370264,0,Normal,0,0
Andhra Pradesh,Cuddapah,2025-03-01,0.4274374517464328,-0.0044126311911298,0.2115124102776515,-0.4044155559321338,0,Normal,0,0
Andhra Pradesh,Cuddapah,2025-04-01,-0.2568703087747061,0.2210734158783142,-0.0178984464481959,-0.2014557212541082,0,Normal,0,0
Andhra Pradesh,Cuddapah,2025-05-01,-0.1897869248712989,-1.3900696379849824,-0.7899282814281406,-0.1987714391995616,0,Normal,0,0
Andhra Pradesh,Cuddapah,2025-06-01,-0.1329833365038971,-0.6211590303291179,-0.3770711834165075,-0.394965970430948,0,Normal,0,0
Andhra Pradesh,Cuddapah,2025-07-01,-0.7696736183203545,-1.7764807440926418,-1.273077181206498,-0.8133588820170488,0,Normal,0,0
Andhra Pradesh,Cuddapah,2025-08-01,0.7586962178205467,-0.184001447472429,0.2873473851740588,-0.4542669931496489,0,Normal,0,0
Andhra Pradesh,Cuddapah,2025-09-01,1.698577825100596,0.4694685559414935,1.084023190521045,0.0327644648295351,1,Normal,1,0
Andhra Pradesh,Cuddapah,2025-10-01,0.6127540047870531,1.9600770192224144,1.2864155120047338,0.8859286958999458,1,Watch,1,1
Andhra Pradesh,Cuddapah,2025-11-01,0.4704851405399716,0.3488384698283696,0.4096618051841706,0.9267001692366498,0,Watch,1,1
Andhra Pradesh,Cuddapah,2025-12-01,0.6547263454232788,0.5528213894001941,0.6037738674117364,0.7666170615335469,1,Watch,1,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-01-01,0.5203239826226651,-0.4595868496527366,0.0303685664849642,,0,No Data,0,0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-02-01,-0.8915062972924073,0.1269220363734428,-0.3822921304594822,-0.1759617819872589,0,Normal,0,0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-03-01,-0.5863704490189939,-1.0685423243609002,-0.8274563866899471,-0.3931266502214883,0,Normal,0,0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-04-01,-1.4810556440821614,0.32153024798396,-0.5797626980491006,-0.59650373839951,0,Normal,0,0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-05-01,0.4764936072511384,-1.0210374612914193,-0.2722719270201404,-0.5598303372530627,0,Normal,0,0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-06-01,0.9696969889854048,-0.0229527039709469,0.4733721425072288,-0.1262208275206707,1,Normal,1,0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-07-01,-0.4966937311385354,0.5284445670933768,0.0158754179774207,0.0723252111548363,0,Normal,0,0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-08-01,1.7207518460535662,-1.5360734478140388,0.0923391991197637,0.193862253201471,0,Normal,0,0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-09-01,0.270357124979435,0.1150313638613766,0.1926942444204058,0.1003029538391967,0,Normal,1,0
