state,district,month,biometric_pressure_index
Assam,Hailakandi,2025-12,-0.5371580787443098
Assam,Hojai,2025-01,0.6900762047609035
Assam,Hojai,2025-02,-1.6690533293132972
Assam,Hojai,2025-03,0.17084177955981777
Assam,Hojai,2025-04,-0.7407662837480513
Assam,Hojai,2025-05,1.5838138940308404
Assam,Hojai,2025-06,-0.23576747908672702
Assam,Hojai,2025-07,-1.055578565298669
Assam,Hojai,2025-08,-1.3018805546139536
Assam,Hojai,2025-09,1.37937842276181
Assam,Hojai,2025-10,0.36976735275984624
Assam,Hojai,2025-11,-0.053592466760295755
Assam,Hojai,2025-12,0.8627610249477592
Assam,Jorhat,2025-01,2.219279062828172
Assam,Jorhat,2025-02,-1.3193784206490793
Assam,Jorhat,2025-03,1.0336219194628695
Assam,Jorhat,2025-04,0.7000108559717644
Assam,Jorhat,2025-05,-0.199302005068115
Assam,Jorhat,2025-06,0.11873622155198198
Assam,Jorhat,2025-07,0.4258040803656166
Assam,Jorhat,2025-08,0.05883458686856585
Assam,Jorhat,2025-09,-1.5619236035793633
Assam,Jorhat,2025-10,-0.7232567060592846
Assam,Jorhat,2025-11,-0.7576677604011351
Assam,Jorhat,2025-12,0.005241768708006135
Assam,Kamrup,2025-01,-1.0918408804935482
Assam,Kamrup,2025-02,-0.8755055409314014
Assam,Kamrup,2025-03,0.5004083614236794
Assam,Kamrup,2025-04,0.2365364491933551
Assam,Kamrup,2025-05,2.379163648534554
Assam,Kamrup,2025-06,-0.4180446392128806
Assam,Kamrup,2025-07,0.2874651636063907
Assam,Kamrup,2025-08,0.44993094514347737
Assam,Kamrup,2025-09,-0.7673984984383713
Assam,Kamrup,2025-10,-1.5956743172337615
Assam,Kamrup,2025-11,0.6460342202814782
Assam,Kamrup,2025-12,0.24892508812702724
Assam,Kamrup Metro,2025-01,-0.46211413739164625
Assam,Kamrup Metro,2025-02,-1.0498065944565949
Assam,Kamrup Metro,2025-03,0.22805752543950616
Assam,Kamrup Metro,2025-04,0.6620690159423391
Assam,Kamrup Metro,2025-05,0.9730970908910198
Assam,Kamrup Metro,2025-06,-0.9694118375437814
Assam,Kamrup Metro,2025-07,-0.6046465520061322
Assam,Kamrup Metro,2025-08,-1.0504354107892773
Assam,Kamrup Metro,2025-09,2.3834364572816957
Assam,Kamrup Metro,2025-10,-0.8869431642917912
Assam,Kamrup Metro,2025-11,0.5742144083112349
Assam,Kamrup Metro,2025-12,0.20248319861342956
Assam,Karbi Anglong,2025-01,0.905395149955673
Assam,Karbi Anglong,2025-02,-1.789703028251265
Assam,Karbi Anglong,2025-03,-0.17341727212369104
Assam,Karbi Anglong,2025-04,-0.5310417983673367
Assam,Karbi Anglong,2025-05,0.04399171016424673
Assam,Karbi Anglong,2025-06,-0.36513793393769345
Assam,Karbi Anglong,2025-07,-1.6885822621402726
Assam,Karbi Anglong,2025-08,-0.20625333515145544
Assam,Karbi Anglong,2025-09,0.4152635860216345
Assam,Karbi Anglong,2025-10,0.4991035732513944
Assam,Karbi Anglong,2025-11,1.3090483318411632
Assam,Karbi Anglong,2025-12,1.5813332787375975
Assam,Karimganj,2025-01,2.7571916852005525
Assam,Karimganj,2025-02,-1.0958982778964583
Assam,Karimganj,2025-03,-0.20384231429328814
Assam,Karimganj,2025-04,0.12099460594674877
Assam,Karimganj,2025-05,1.1170993266937734
Assam,Karimganj,2025-06,-0.3908697225034473
Assam,Karimganj,2025-07,-0.012024245012171919
Assam,Karimganj,2025-08,-0.035103637713369974
Assam,Karimganj,2025-09,-0.5406038447046811
Assam,Karimganj,2025-10,-0.6150033140846345
Assam,Karimganj,2025-11,-0.07097971720066036
Assam,Karimganj,2025-12,-1.0309605444323537
Assam,Kokrajhar,2025-01,-3.1044610770413588
Assam,Kokrajhar,2025-02,0.3027821636029131
Assam,Kokrajhar,2025-03,0.7662314563722048
Assam,Kokrajhar,2025-04,0.26345919330733764
Assam,Kokrajhar,2025-05,-0.30140511555860106
Assam,Kokrajhar,2025-06,1.004730591818157
Assam,Kokrajhar,2025-07,0.41286835924605875
Assam,Kokrajhar,2025-08,0.3674844999310932
Assam,Kokrajhar,2025-09,-0.027100505138090626
Assam,Kokrajhar,2025-10,0.09036790441698848
Assam,Kokrajhar,2025-11,0.40724366575247795
Assam,Kokrajhar,2025-12,-0.18220113670919472
Assam,Lakhimpur,2025-01,1.5599424503310666
Assam,Lakhimpur,2025-02,0.1276759094328998
Assam,Lakhimpur,2025-03,0.7047179524891538
Assam,Lakhimpur,2025-04,-0.3242723443772968
Assam,Lakhimpur,2025-05,0.12403091514947447
Assam,Lakhimpur,2025-06,-0.7222409991374102
Assam,Lakhimpur,2025-07,1.8625351398105752
Assam,Lakhimpur,2025-08,-0.28966150729496076
Assam,Lakhimpur,2025-09,-1.4548891828310377
Assam,Lakhimpur,2025-10,-0.04007868461442225
Assam,Lakhimpur,2025-11,0.10424308311290065
Assam,Lakhimpur,2025-12,-1.6520027320709472
Assam,Majuli,2025-01,0.8606714775336407
Assam,Majuli,2025-02,-0.9463845574813841
Assam,Majuli,2025-03,-1.0770491525479384
Assam,Majuli,2025-04,1.274913558650042
Assam,Majuli,2025-05,1.1103729574551213
Assam,Majuli,2025-06,-1.0521606582495473
Assam,Majuli,2025-07,-1.390644180707669
Assam,Majuli,2025-08,-0.00850313067033736
Assam,Majuli,2025-09,0.24969904351246094
Assam,Majuli,2025-10,0.20256274396590512
Assam,Majuli,2025-11,-0.8157199624148295
Assam,Majuli,2025-12,1.5922418609545312
Assam,Marigaon,2025-01,-1.6378871481866688
Assam,Marigaon,2025-02,-1.5831181538356227
Assam,Marigaon,2025-03,0.45450783118243043
Assam,Marigaon,2025-04,0.6262715919234435
Assam,Marigaon,2025-05,0.20623911820518676
Assam,Marigaon,2025-06,-0.5246970774756923
Assam,Marigaon,2025-07,-0.34435616813039327
Assam,Marigaon,2025-08,-0.6654691775396565
Assam,Marigaon,2025-09,-0.10953140498063516
Assam,Marigaon,2025-10,0.9254210666059344
Assam,Marigaon,2025-11,0.6384842742301831
Assam,Marigaon,2025-12,2.014135248001503
Assam,Nagaon,2025-01,-0.7431124111943046
Assam,Nagaon,2025-02,-0.984552528952995
Assam,Nagaon,2025-03,0.6208177319530931
Assam,Nagaon,2025-04,-0.25310229016096764
Assam,Nagaon,2025-05,-0.6422302661499063
Assam,Nagaon,2025-06,-1.0871428124392954
Assam,Nagaon,2025-07,-0.21966615233967396
Assam,Nagaon,2025-08,0.3289030891303446
Assam,Nagaon,2025-09,-0.28601116097756035
Assam,Nagaon,2025-10,0.11207167941258453
Assam,Nagaon,2025-11,0.31016873149730984
Assam,Nagaon,2025-12,2.843856390221362
Assam,Nalbari,2025-01,3.0024316513221145
Assam,Nalbari,2025-02,-0.5741727789898111
Assam,Nalbari,2025-03,-0.607781376336947
Assam,Nalbari,2025-04,-1.0526153419474495
Assam,Nalbari,2025-05,-0.5608896925013727
Assam,Nalbari,2025-06,0.006828191692190532
Assam,Nalbari,2025-07,-0.6191761380176101
Assam,Nalbari,2025-08,0.1838858016838546
Assam,Nalbari,2025-09,0.01063227704182781
Assam,Nalbari,2025-10,-0.22144192875164653
Assam,Nalbari,2025-11,0.605690245056146
Assam,Nalbari,2025-12,-0.17339091025129785
Assam,North Cachar Hills,2025-01,2.3200215354980047
Assam,North Cachar Hills,2025-02,0.26042822883106903
Assam,North Cachar Hills,2025-03,0.7722798198370531
Assam,North Cachar Hills,2025-04,0.9661629982484106
Assam,North Cachar Hills,2025-05,0.32203999441512227
Assam,North Cachar Hills,2025-06,-1.2318449758297596
Assam,North Cachar Hills,2025-07,-1.1095275000378884
Assam,North Cachar Hills,2025-08,-0.4715195463074883
Assam,North Cachar Hills,2025-09,-0.16805359545803125
Assam,North Cachar Hills,2025-10,-1.22798231869949
Assam,North Cachar Hills,2025-11,0.1812131016515713
Assam,North Cachar Hills,2025-12,-0.6132177421485694
Assam,Sibsagar,2025-01,1.0867765473146782
Assam,Sibsagar,2025-02,-0.6227280637981363
Assam,Sibsagar,2025-03,0.04081826768856939
Assam,Sibsagar,2025-04,0.37087221128107717
Assam,Sibsagar,2025-05,2.7105647285519496
Assam,Sibsagar,2025-06,-0.5369567250318009
Assam,Sibsagar,2025-07,-0.518491666054862
Assam,Sibsagar,2025-08,-0.4324833650307007
Assam,Sibsagar,2025-09,-1.235459962790508
Assam,Sibsagar,2025-10,0.24370876279731596
Assam,Sibsagar,2025-11,-0.5865815710323233
Assam,Sibsagar,2025-12,-0.5200391638952591
Assam,Sonitpur,2025-01,0.48045818553774805
Assam,Sonitpur,2025-02,-0.7379969443319838
Assam,Sonitpur,2025-03,0.15328294244897053
Assam,Sonitpur,2025-04,-1.2778544827409255
Assam,Sonitpur,2025-05,-0.18512170410402265
Assam,Sonitpur,2025-06,-1.243783669038407
Assam,Sonitpur,2025-07,0.5830308357231402
Assam,Sonitpur,2025-08,1.1482007372659495
Assam,Sonitpur,2025-09,-1.2244884633191235
Assam,Sonitpur,2025-10,-0.22540963978830944
Assam,Sonitpur,2025-11,2.153190083012018
Assam,Sonitpur,2025-12,0.37649211933494364
Assam,South Salmara Mankachar,2025-01,0.9473117057437656
Assam,South Salmara Mankachar,2025-02,1.059299940263093
Assam,South Salmara Mankachar,2025-03,-2.0649536857386375
Assam,South Salmara Mankachar,2025-04,-0.20444309946794387
Assam,South Salmara Mankachar,2025-05,0.45128930296592257
Assam,South Salmara Mankachar,2025-06,-0.6496934961822981
Assam,South Salmara Mankachar,2025-07,1.3945102956294158
Assam,South Salmara Mankachar,2025-08,-1.4924888899630393
Assam,South Salmara Mankachar,2025-09,0.36802169630765436
Assam,South Salmara Mankachar,2025-10,-0.5368420131440979
Assam,South Salmara Mankachar,2025-11,0.6704559280381586
Assam,South Salmara Mankachar,2025-12,0.057532315548008195
Assam,Sribhumi,2025-01,-0.4248605578411467
Assam,Sribhumi,2025-02,-0.7481533095274981
Assam,Sribhumi,2025-03,-0.26321418199797103
Assam,Sribhumi,2025-04,-0.29554345716660624
Assam,Sribhumi,2025-05,1.9675058046378533
Assam,Sribhumi,2025-06,1.7735301536260426
Assam,Sribhumi,2025-07,-0.9906228732922616
Assam,Sribhumi,2025-08,1.19160320059061
Assam,Sribhumi,2025-09,0.02774929451974519
Assam,Sribhumi,2025-10,-0.6834947591902278
Assam,Sribhumi,2025-11,-0.7093581793251359
Assam,Sribhumi,2025-12,-0.8451411350334035
Assam,Tamulpur District,2025-01,1.7870482560620369
Assam,Tamulpur District,2025-02,-0.37907084219497766
Assam,Tamulpur District,2025-03,-0.9206006167592312
Assam,Tamulpur District,2025-04,-0.37907084219497766
Assam,Tamulpur District,2025-05,-1.4621303913234849
Assam,Tamulpur District,2025-06,1.2455184814977833
Assam,Tamulpur District,2025-08,0.7039887069335297
Assam,Tamulpur District,2025-09,0.7039887069335297
Assam,Tamulpur District,2025-10,-0.37907084219497766
Assam,Tamulpur District,2025-12,-0.9206006167592312
Assam,Tinsukia,2025-01,2.2920092312989384
Assam,Tinsukia,2025-02,-1.5665915839536169
Assam,Tinsukia,2025-03,-0.6740305745910059
Assam,Tinsukia,2025-04,-0.26007341365051934
Assam,Tinsukia,2025-05,-0.9056873947987721
Assam,Tinsukia,2025-06,-0.5688815773590026
Assam,Tinsukia,2025-07,0.32916567779259015
Assam,Tinsukia,2025-08,1.0573794147707982
Assam,Tinsukia,2025-09,-0.5382362731665775
Assam,Tinsukia,2025-10,0.42257517484298784
Assam,Tinsukia,2025-11,0.8568297811931391
Assam,Tinsukia,2025-12,-0.44445846237896425
Assam,Udalguri,2025-01,-0.4897532820242883
Assam,Udalguri,2025-02,-0.8775645591871043
Assam,Udalguri,2025-03,-0.8697861989652726
Assam,Udalguri,2025-04,0.18359598165538776
Assam,Udalguri,2025-05,1.2039454710685422
Assam,Udalguri,2025-06,-1.2973977311391254
Assam,Udalguri,2025-07,-0.6134822846914304
Assam,Udalguri,2025-08,1.7509129631130507
Assam,Udalguri,2025-09,0.8364718339321211
Assam,Udalguri,2025-10,-0.21986825202683735
Assam,Udalguri,2025-11,1.3795792457848424
Assam,Udalguri,2025-12,-0.9866531875198884
Assam,West Karbi Anglong,2025-01,-0.49311837366556394
Assam,West Karbi Anglong,2025-02,2.5167278369567345
Assam,West Karbi Anglong,2025-03,1.4507727444424368
Assam,West Karbi Anglong,2025-04,-0.14768423386827106
Assam,West Karbi Anglong,2025-05,-1.2182430401275706
Assam,West Karbi Anglong,2025-06,-1.0158216539707676
Assam,West Karbi Anglong,2025-07,-0.16992136040778183
Assam,West Karbi Anglong,2025-08,-0.5034782585004417
Assam,West Karbi Anglong,2025-09,-0.2533105849309468
Assam,West Karbi Anglong,2025-10,0.3936747777487816
Assam,West Karbi Anglong,2025-11,-0.032574402369627914
Assam,West Karbi Anglong,2025-12,-0.5270234513069827
Bihar,Araria,2025-01,-2.9932354815467512
Bihar,Araria,2025-02,-0.03845576759710806
Bihar,Araria,2025-03,1.2101788803918838
Bihar,Araria,2025-04,0.7077045136526807
Bihar,Araria,2025-05,0.02374726189001824
Bihar,Araria,2025-06,0.27006667841691445
Bihar,Araria,2025-07,0.5074108841376688
Bihar,Araria,2025-08,0.2241589445759007
Bihar,Araria,2025-09,-0.25760795442415463
Bihar,Araria,2025-10,0.4138087581810338
Bihar,Araria,2025-11,0.4417472855942614
Bihar,Araria,2025-12,-0.5095240032723429
Bihar,Arwal,2025-01,-1.6756719139566856
Bihar,Arwal,2025-02,-1.4059732560698899
Bihar,Arwal,2025-03,-0.39083562345248324
Bihar,Arwal,2025-04,0.4814716308876815
Bihar,Arwal,2025-05,1.8471618060660135
Bihar,Arwal,2025-06,-0.19310913246613895
Bihar,Arwal,2025-07,0.502716073479917
Bihar,Arwal,2025-08,-1.2680799485121084
Bihar,Arwal,2025-09,0.041489894314565574
Bihar,Arwal,2025-10,0.876802997386672
Bihar,Arwal,2025-11,0.43520944970162934
Bihar,Arwal,2025-12,0.7488180226208114
Bihar,Aurangabad,2025-01,-2.073661281670109
Bihar,Aurangabad,2025-02,-0.4897350406718298
Bihar,Aurangabad,2025-03,-0.29973911430550126
Bihar,Aurangabad,2025-04,0.22627519611780805
Bihar,Aurangabad,2025-05,-0.7438929040892281
Bihar,Aurangabad,2025-06,-0.6280440283911112
Bihar,Aurangabad,2025-07,0.5059885514196232
Bihar,Aurangabad,2025-08,0.010300824352261637
Bihar,Aurangabad,2025-09,-0.23344575533757508
Bihar,Aurangabad,2025-10,0.4595104821794276
Bihar,Aurangabad,2025-11,1.1260602446825045
Bihar,Aurangabad,2025-12,2.140382825713739
Bihar,Aurangabad(Bh),2025-01,-1.3752432056949924
Bihar,Aurangabad(Bh),2025-02,-1.038448951239076
Bihar,Aurangabad(Bh),2025-03,-0.6174561331691802
Bihar,Aurangabad(Bh),2025-04,1.4033093935663186
Bihar,Aurangabad(Bh),2025-05,-0.3648604423272429
Bihar,Aurangabad(Bh),2025-06,1.1507137027243812
Bihar,Aurangabad(Bh),2025-07,-0.6174561331691802
Bihar,Aurangabad(Bh),2025-08,-0.8700518240111177
Bihar,Aurangabad(Bh),2025-09,-0.11226475148530554
Bihar,Aurangabad(Bh),2025-10,1.9085007752501935
Bihar,Aurangabad(Bh),2025-11,0.6455223210405066
Bihar,Aurangabad(Bh),2025-12,-0.11226475148530554
Bihar,Banka,2025-01,-2.2519040444703213
Bihar,Banka,2025-02,0.2777706880061761
Bihar,Banka,2025-03,0.987939438211807
Bihar,Banka,2025-04,-0.7320226729925203
Bihar,Banka,2025-05,0.06381495551073625
Bihar,Banka,2025-06,-0.5496755980328393
Bihar,Banka,2025-07,0.7716744671602632
Bihar,Banka,2025-08,-0.7483662543582303
Bihar,Banka,2025-09,-0.5943920573052888
Bihar,Banka,2025-10,1.438359414368833
Bihar,Banka,2025-11,1.1986113396019376
Bihar,Banka,2025-12,0.13819032429946324
Bihar,Begusarai,2025-01,-2.619103441003438
Bihar,Begusarai,2025-02,-0.7245772276649535
Bihar,Begusarai,2025-03,0.7168283502285195
Bihar,Begusarai,2025-04,0.7508477948172677
Bihar,Begusarai,2025-05,-0.21750886961524507
Bihar,Begusarai,2025-06,-0.19597013182847287
Bihar,Begusarai,2025-07,0.7342912399709768
Bihar,Begusarai,2025-08,-0.6161226303519279
Bihar,Begusarai,2025-09,-0.21115085670688188
Bihar,Begusarai,2025-10,1.2275749484783223
Bihar,Begusarai,2025-11,0.18085453310255148
Bihar,Begusarai,2025-12,0.9740362905732833
Bihar,Bhabua,2025-01,-0.521285056883653
Bihar,Bhabua,2025-02,-1.4595981592742286
Bihar,Bhabua,2025-03,1.3553411478974984
Bihar,Bhabua,2025-04,-0.521285056883653
Bihar,Bhabua,2025-05,-0.521285056883653
Bihar,Bhabua,2025-06,1.3553411478974984
Bihar,Bhabua,2025-09,-0.521285056883653
Bihar,Bhabua,2025-10,1.3553411478974984
Bihar,Bhabua,2025-12,-0.521285056883653
Bihar,Bhagalpur,2025-01,-2.6735691457819324
Bihar,Bhagalpur,2025-02,-0.08443720431001209
Bihar,Bhagalpur,2025-03,1.3422269749119222
Bihar,Bhagalpur,2025-04,0.006290275712674732
Bihar,Bhagalpur,2025-05,0.007620796636503274
Bihar,Bhagalpur,2025-06,-0.10396627962877916
Bihar,Bhagalpur,2025-07,0.3552404208118267
Bihar,Bhagalpur,2025-08,-1.198422077479478
Bihar,Bhagalpur,2025-09,0.6214588156593157
Bihar,Bhagalpur,2025-10,0.5247768499245166
Bihar,Bhagalpur,2025-11,0.3953922825747306
Bihar,Bhagalpur,2025-12,0.807388290968727
Bihar,Bhojpur,2025-01,0.3649637079610145
Bihar,Bhojpur,2025-02,-1.2675523141615386
Bihar,Bhojpur,2025-03,0.5192420492783038
Bihar,Bhojpur,2025-04,0.595660961734667
Bihar,Bhojpur,2025-05,-0.5958299469811913
Bihar,Bhojpur,2025-06,-0.9567322384405602
Bihar,Bhojpur,2025-07,2.0845168305871606
Bihar,Bhojpur,2025-08,-1.1050836111142284
Bihar,Bhojpur,2025-09,-1.003018052935422
Bihar,Bhojpur,2025-10,0.08855285636267037
Bihar,Bhojpur,2025-11,1.3346529708453887
Bihar,Bhojpur,2025-12,-0.05937321313625123
Bihar,Buxar,2025-01,-1.6438509086220696
Bihar,Buxar,2025-02,-1.1652926631062843
Bihar,Buxar,2025-03,1.3901627400611611
Bihar,Buxar,2025-04,1.1731411044471534
Bihar,Buxar,2025-05,1.145330298945432
Bihar,Buxar,2025-06,0.7528980993229889
Bihar,Buxar,2025-07,0.5510816293664162
Bihar,Buxar,2025-08,-1.3667825591945473
Bihar,Buxar,2025-09,-0.6511434078689732
Bihar,Buxar,2025-10,0.2252218656804381
Bihar,Buxar,2025-11,-0.10211371215266736
Bihar,Buxar,2025-12,-0.30865248687905356
Bihar,Darbhanga,2025-01,-2.825639448230468
Bihar,Darbhanga,2025-02,0.15164213062564924
Bihar,Darbhanga,2025-03,0.5870186197492607
Bihar,Darbhanga,2025-04,0.5217881551937048
Bihar,Darbhanga,2025-05,1.4404210533792574
Bihar,Darbhanga,2025-06,0.778069951051286
Bihar,Darbhanga,2025-07,0.07814667441295847
Bihar,Darbhanga,2025-08,-0.522458812593636
Bihar,Darbhanga,2025-09,-0.5036978813015557
Bihar,Darbhanga,2025-10,0.3927803791670589
Bihar,Darbhanga,2025-11,-0.005812317459284139
Bihar,Darbhanga,2025-12,-0.09225850399423752
Bihar,East Champaran,2025-01,-2.74214027802287
Bihar,East Champaran,2025-02,-0.46446148036371665
Bihar,East Champaran,2025-03,-0.10740410901017519
Bihar,East Champaran,2025-04,-0.08614584271689402
Bihar,East Champaran,2025-05,1.2125881963943488
Bihar,East Champaran,2025-06,0.13454884648757098
Bihar,East Champaran,2025-07,0.6809583476425339
Bihar,East Champaran,2025-08,-0.6373615528318478
Bihar,East Champaran,2025-09,-0.21917086865235713
Bihar,East Champaran,2025-10,0.7239461353935345
Bihar,East Champaran,2025-11,1.0550494608860994
Bihar,East Champaran,2025-12,0.44959314479378654
Bihar,Gaya,2025-01,-2.7530603721677243
Bihar,Gaya,2025-02,0.2830579824228812
Bihar,Gaya,2025-03,1.488809802684776
Bihar,Gaya,2025-04,0.2286512442157147
Bihar,Gaya,2025-05,0.21807096013944158
Bihar,Gaya,2025-06,-0.42204499043599664
Bihar,Gaya,2025-07,0.27861386766833574
Bihar,Gaya,2025-08,0.2918689229797193
Bihar,Gaya,2025-09,-0.4385849541666267
Bihar,Gaya,2025-10,-0.6262628612757094
Bihar,Gaya,2025-11,0.5738018454758286
Bihar,Gaya,2025-12,0.87707855245936
Bihar,Gopalganj,2025-01,-2.750721687166283
Bihar,Gopalganj,2025-02,0.3465278289650964
Bihar,Gopalganj,2025-03,0.33467284468652553
Bihar,Gopalganj,2025-04,0.15905530721681227
Bihar,Gopalganj,2025-05,1.4528652310800598
Bihar,Gopalganj,2025-06,0.28525384920723035
Bihar,Gopalganj,2025-07,0.7303458176673249
Bihar,Gopalganj,2025-08,-0.739087357717936
Bihar,Gopalganj,2025-09,-0.2599417843987171
Bihar,Gopalganj,2025-10,0.8564406740578757
Bihar,Gopalganj,2025-11,-0.29932632671209436
Bihar,Gopalganj,2025-12,-0.1160843968858947
Bihar,Jamui,2025-01,-0.20662929728007431
Bihar,Jamui,2025-02,0.7189169996676751
Bihar,Jamui,2025-03,1.0589277846303036
Bihar,Jamui,2025-04,1.2403089561870682
Bihar,Jamui,2025-05,1.1750297540812449
Bihar,Jamui,2025-06,1.0556330344787428
Bihar,Jamui,2025-07,0.19236420531716378
Bihar,Jamui,2025-08,-0.690660353500053
Bihar,Jamui,2025-09,-1.0707248654903685
Bihar,Jamui,2025-10,-0.6826375945827186
Bihar,Jamui,2025-11,-1.030859560822795
Bihar,Jamui,2025-12,-1.759669062686182
Bihar,Jehanabad,2025-01,-2.3311458047833846
Bihar,Jehanabad,2025-02,-0.747140792014555
Bihar,Jehanabad,2025-03,-0.9892074535316482
Bihar,Jehanabad,2025-04,0.7931509130100529
Bihar,Jehanabad,2025-05,0.330996036256677
Bihar,Jehanabad,2025-06,0.09360022021675925
Bihar,Jehanabad,2025-07,-0.9100804807615371
Bihar,Jehanabad,2025-08,0.9435876049319312
Bihar,Jehanabad,2025-09,0.3037312265367603
Bihar,Jehanabad,2025-10,1.3206407307482524
Bihar,Jehanabad,2025-11,0.6860525324758497
Bihar,Jehanabad,2025-12,0.5058152669148486
Bihar,Kaimur (Bhabua),2025-01,-1.6810880947383962
Bihar,Kaimur (Bhabua),2025-02,-0.5286960526100379
Bihar,Kaimur (Bhabua),2025-03,0.7297304438347103
Bihar,Kaimur (Bhabua),2025-04,-0.03632931061518579
Bihar,Kaimur (Bhabua),2025-05,1.1298648457580556
Bihar,Kaimur (Bhabua),2025-06,-1.3667705422263738
Bihar,Kaimur (Bhabua),2025-07,0.9576944715311413
Bihar,Kaimur (Bhabua),2025-08,0.013389074253646997
Bihar,Kaimur (Bhabua),2025-09,-1.1582873269085194
Bihar,Kaimur (Bhabua),2025-10,0.27520990583795857
Bihar,Kaimur (Bhabua),2025-11,1.6970638787397425
Bihar,Kaimur (Bhabua),2025-12,-0.031781292856745386
Bihar,Katihar,2025-01,-2.8481586765273246
Bihar,Katihar,2025-02,-0.09561236111373035
Bihar,Katihar,2025-03,0.05686578363221166
Bihar,Katihar,2025-04,0.36867330962540756
Bihar,Katihar,2025-05,1.7077926543204722
Bihar,Katihar,2025-06,0.6121537988528855
Bihar,Katihar,2025-07,0.3228064990715754
Bihar,Katihar,2025-08,0.0331038066202115
Bihar,Katihar,2025-09,-0.2138845863632065
Bihar,Katihar,2025-10,0.3946632927164991
Bihar,Katihar,2025-11,0.036042543902444595
Bihar,Katihar,2025-12,-0.37444606473744335
Bihar,Khagaria,2025-01,-1.690246537951365
Bihar,Khagaria,2025-02,0.05391541138393154
Bihar,Khagaria,2025-03,0.46526670366899375
Bihar,Khagaria,2025-04,-0.03645737440165839
Bihar,Khagaria,2025-05,0.9625511395847242
Bihar,Khagaria,2025-06,-0.0043005285011818144
Bihar,Khagaria,2025-07,-0.7623123432223121
Bihar,Khagaria,2025-08,-1.9985979263434555
Bihar,Khagaria,2025-09,0.8350056451637359
Bihar,Khagaria,2025-10,1.5988642649345641
Bihar,Khagaria,2025-11,0.27234735214410744
Bihar,Khagaria,2025-12,0.30396419353992543
Bihar,Kishanganj,2025-01,-2.688497945030112
Bihar,Kishanganj,2025-02,-0.17868582456376397
Bihar,Kishanganj,2025-03,0.5021645759565236
Bihar,Kishanganj,2025-04,0.7130077665020824
Bihar,Kishanganj,2025-05,0.5089090112136778
Bihar,Kishanganj,2025-06,0.8603960865992321
Bihar,Kishanganj,2025-07,0.9816500505299771
Bihar,Kishanganj,2025-08,-0.2601951001019759
Bihar,Kishanganj,2025-09,0.04922388775473379
Bihar,Kishanganj,2025-10,0.6842498985768328
Bihar,Kishanganj,2025-11,0.04284527827103008
Bihar,Kishanganj,2025-12,-1.2150676857082265
Bihar,Lakhisarai,2025-01,-2.0596248570047497
Bihar,Lakhisarai,2025-02,1.1524783944978967
Bihar,Lakhisarai,2025-03,1.1936880478237302
Bihar,Lakhisarai,2025-04,0.01228656981463998
Bihar,Lakhisarai,2025-05,0.48551086971378643
Bihar,Lakhisarai,2025-06,-0.8368457425043917
Bihar,Lakhisarai,2025-07,1.2981154998977478
Bihar,Lakhisarai,2025-08,-1.3406877369509544
Bihar,Lakhisarai,2025-09,-0.6047160807935084
Bihar,Lakhisarai,2025-10,0.24191108244175877
Bihar,Lakhisarai,2025-11,0.060260146781817535
Bihar,Lakhisarai,2025-12,0.3976238062822253
Bihar,Madhepura,2025-01,-2.5059531053856356
Bihar,Madhepura,2025-02,-0.3725494378670331
Bihar,Madhepura,2025-03,0.6183368125250307
Bihar,Madhepura,2025-04,0.03202793193638523
Bihar,Madhepura,2025-05,1.3853477952162887
Bihar,Madhepura,2025-06,0.36228901892648885
Bihar,Madhepura,2025-07,1.3653674475688373
Bihar,Madhepura,2025-08,-0.7161771959244602
Bihar,Madhepura,2025-09,-0.7512894882182201
Bihar,Madhepura,2025-10,0.14580424111971158
Bihar,Madhepura,2025-11,0.4296561444346232
Bihar,Madhepura,2025-12,0.0071398356679915845
Bihar,Madhubani,2025-01,-2.944911440391882
Bihar,Madhubani,2025-02,-0.5938763549452915
Bihar,Madhubani,2025-03,1.116269439350034
Bihar,Madhubani,2025-04,0.7009569542715579
Bihar,Madhubani,2025-05,0.6111576800111234
Bihar,Madhubani,2025-06,0.22768197447710617
Bihar,Madhubani,2025-07,0.5834877047712028
Bihar,Madhubani,2025-08,0.3714500740013456
Bihar,Madhubani,2025-09,-0.09198168081839887
Bihar,Madhubani,2025-10,0.40052372078325604
Bihar,Madhubani,2025-11,0.024187439773523632
Bihar,Madhubani,2025-12,-0.40494551128358386
Bihar,Monghyr,2025-01,1.1430006107438977
Bihar,Monghyr,2025-02,-1.6510008821856303
Bihar,Monghyr,2025-03,0.6773336952556429
Bihar,Monghyr,2025-04,0.2116667797673883
Bihar,Monghyr,2025-05,0.2116667797673883
Bihar,Monghyr,2025-06,1.1430006107438977
Bihar,Monghyr,2025-08,-1.6510008821856303
Bihar,Monghyr,2025-09,-1.1853339666973757
Bihar,Monghyr,2025-10,0.6773336952556429
Bihar,Monghyr,2025-11,-0.2540001357208664
Bihar,Monghyr,2025-12,0.6773336952556429
Bihar,Munger,2025-01,-1.4381003933248504
Bihar,Munger,2025-02,-0.3888084598382012
Bihar,Munger,2025-03,-0.3005294153258888
Bihar,Munger,2025-04,-0.41817462269501454
Bihar,Munger,2025-05,2.158884663091863
Bihar,Munger,2025-06,-0.29080455801597643
Bihar,Munger,2025-07,-0.24487642232946616
Bihar,Munger,2025-08,-1.2664850840204225
